deck,2010/5/13,,DPk,DP 랜덤 구축덱,,deck,DPk,DP 랜덤 구축덱,랜덤_구축덱_kr.png,랜덤 구축덱,ST1,커버 이미지는 비워두기,,
deck,2010/8/19,,DPk,DP 디아루가 덱,,deck,DPk,DP 디아루가 덱,디아루가_덱_kr.png,디아루가 덱,ST2D,,,
deck,2010/8/19,,DPk,DP 펄기아 덱,,deck,DPk,DP 펄기아 덱,펄기아_덱_kr.png,펄기아 덱,ST2P,,,
deck,2010/11/4,,DPk,DP 다크라이덱,,deck,DPk,DP 다크라이덱,다크라이덱_kr.png,다크라이덱,ST3D,,,
deck,2010/11/4,,DPk,DP 크레세리아덱,,deck,DPk,DP 크레세리아덱,크레세리아덱_kr.png,크레세리아덱,ST3C,,,
deck,2011/5/3,https://pokemoncard.co.kr/card/8,BW,BW 「퍼스트 세트 - 물의 진화」,BW「퍼스트세트-물의진화」.png,deck,BW,BW 퍼스트 세트「물의 진화」「불꽃의 진화」「풀의 진화」,퍼스트_세트_물의_진화_불꽃의_진화_풀의_진화_kr.png,퍼스트 세트「물의 진화」「불꽃의 진화」「풀의 진화」,FSR,,,
deck,2011/5/3,https://pokemoncard.co.kr/card/8,BW,BW 「퍼스트 세트 - 불꽃의 진화」,BW「퍼스트세트-불꽃의진화」.png,deck,BW,BW 퍼스트 세트「물의 진화」「불꽃의 진화」「풀의 진화」,퍼스트_세트_물의_진화_불꽃의_진화_풀의_진화_kr.png,퍼스트 세트「물의 진화」「불꽃의 진화」「풀의 진화」,FSB,,,
deck,2011/5/3,https://pokemoncard.co.kr/card/8,BW,BW 「퍼스트 세트 - 풀의 진화」,BW「퍼스트세트-풀의진화」.png,deck,BW,BW 퍼스트 세트「물의 진화」「불꽃의 진화」「풀의 진화」,퍼스트_세트_물의_진화_불꽃의_진화_풀의_진화_kr.png,퍼스트 세트「물의 진화」「불꽃의 진화」「풀의 진화」,FSG,,,
deck,2011/9/6,https://pokemoncard.co.kr/card/7,BW,BW 「배틀 강화덱 - 비리디온 덱」,BW「배틀강화덱-비리디온덱」.png,deck,BW,BW 배틀 강화덱「비리디온 덱」,배틀_강화덱_비리디온_덱_kr.png,배틀 강화덱「비리디온 덱」,BGV,,,
deck,2011/9/6,https://pokemoncard.co.kr/card/7,BW,BW 「배틀 강화덱 - 코바르온 덱」,BW「배틀강화덱-코바르온덱」.png,deck,BW,BW 배틀 강화덱「코바르온 덱」,배틀_강화덱_코바르온_덱_kr.png,배틀 강화덱「코바르온 덱」,BGC,,,
deck,2011/9/6,https://pokemoncard.co.kr/card/7,BW,BW 「배틀 강화덱 - 테라키온 덱」,BW「배틀강화덱-테라키온덱」.png,deck,BW,BW 배틀 강화덱「테라키온 덱」,배틀_강화덱_테라키온_덱_kr.png,배틀 강화덱「테라키온 덱」,BGT,,,
deck,2011/11/10,https://pokemoncard.co.kr/card/6,BW,BW 「배틀 체인지덱 비크티니 덱」,BW「배틀체인지덱비크티니덱」.png,deck,BW,BW 배틀 체인지덱「비크티니 덱」,배틀_체인지덱_비크티니_덱_kr.png,배틀 체인지덱「비크티니 덱」,BCV,,,
deck,2012/4/12,https://pokemoncard.co.kr/card/5,BW,BW 「배틀 강화 60장 덱 - 레시라무 EX」,BW「배틀강화60장덱-레시라무EX」.png,deck,BW,BW 배틀 강화 60장 덱「레시라무 EX」,배틀_강화_60장_덱_레시라무_EX_kr.png,배틀 강화 60장 덱「레시라무 EX」,BGR,,,
deck,2012/4/12,https://pokemoncard.co.kr/card/5,BW,BW 「배틀 강화 60장 덱 - 제크로무 EX」,BW「배틀강화60장덱-제크로무EX」.png,deck,BW,BW 배틀 강화 60장 덱「제크로무 EX」,배틀_강화_60장_덱_제크로무_EX_kr.png,배틀 강화 60장 덱「제크로무 EX」,BGZ,,,
deck,2012/6/21,https://pokemoncard.co.kr/card/4,BW,BW 「볼트로스 덱」,BW「볼트로스덱」.png,deck,BW,BW 「볼트로스 덱」,볼트로스_덱_kr.png,볼트로스 덱,BD,,,
deck,2012/6/21,https://pokemoncard.co.kr/card/4,BW,BW 「토네로스 덱」,BW「토네로스덱」.png,deck,BW,BW 「토네로스 덱」,토네로스_덱_kr.png,토네로스 덱,TD,,,
deck,2012/9/13,https://pokemoncard.co.kr/card/3,BW,BW 「삼삼드래 덱」,BW「삼삼드래덱」.png,deck,BW,BW 「삼삼드래 덱」,삼삼드래_덱_kr.png,삼삼드래 덱,SSD,,,
deck,2012/9/13,https://pokemoncard.co.kr/card/3,BW,BW 「한카리아스 덱」,BW「한카리아스덱」.png,deck,BW,BW 「한카리아스 덱」,한카리아스_덱_kr.png,한카리아스 덱,HRK,,,
deck,2013/2/14,https://pokemoncard.co.kr/card/2,BW,BW 「플라스마단 파워 덱」,BW「플라스마단파워덱」.png,deck,BW,BW 「플라스마단 파워 덱」,플라스마단_파워_덱_kr.png,플라스마단 파워 덱,PD,,,
deck,2013/4/4,https://pokemoncard.co.kr/card/1,BW,BW 「배틀 강화 60장 덱 - 블랙큐레무 EX」,BW「배틀강화60장덱-블랙큐레무EX」.png,deck,BW,BW 배틀 강화 60장 덱「블랙큐레무 EX」,배틀_강화_60장_덱_블랙큐레무EX_kr.png,배틀 강화 60장 덱「블랙큐레무 EX」,BGB,,,
deck,2013/4/4,https://pokemoncard.co.kr/card/1,BW,BW 「배틀 강화 60장 덱 - 화이트큐레무 EX」,BW「배틀강화60장덱-화이트큐레무EX」.png,deck,BW,BW 배틀 강화 60장 덱「화이트큐레무 EX」,배틀_강화_60장_덱_화이트큐레무EX_kr.png,배틀 강화 60장 덱「화이트큐레무 EX」,BGW,,,
deck,2013/10/10,https://pokemoncard.co.kr/card/26,BW,BW 최강 폭류 60장 덱 「거북왕 + 큐레무 EX」,BW최강폭류60장덱「거북왕+큐레무EX」.png,deck,BW,BW 최강 폭류 60장 덱 「거북왕 + 큐레무 EX」,최강_폭류_60장_덱 _거북왕큐레무EX_kr.png,최강 폭류 60장 덱 「거북왕 + 큐레무 EX」,G+K,,,
deck,2013/12/16,https://pokemoncard.co.kr/card/29,BW,포켓몬 카드 게임 BW 「30장 덱 대전 set 뮤츠VS게노세크트」,포켓몬카드게임BW「30장덱대전set뮤츠VS게노세크트」.png,deck,BW,BW 30장 덱 대전 set 「뮤츠VS게노세크트」,30장_덱_대전set_뮤츠VS게노세크트_kr.png,30장 덱 대전 set 「뮤츠VS게노세크트」,MG,,,
deck,2014/3/4,https://pokemoncard.co.kr/card/30,XY,XY 퍼스트세트 「개구마르의 진화」,XY퍼스트세트「개구마르의진화」.png,deck,XY,XY 퍼스트 세트 「도치마론의 진화」「푸호꼬의 진화」「개구마르의 진화」,퍼스트_세트_도치마론의_진화_푸호꼬의_진화_개구마르의_진화_kr.png,퍼스트 세트 「도치마론의 진화」「푸호꼬의 진화」「개구마르의 진화」,FXY,,,
deck,2014/3/4,https://pokemoncard.co.kr/card/30,XY,XY 퍼스트세트 「도치마론의 진화」,XY퍼스트세트「도치마론의진화」.png,deck,XY,XY 퍼스트 세트 「도치마론의 진화」「푸호꼬의 진화」「개구마르의 진화」,퍼스트_세트_도치마론의_진화_푸호꼬의_진화_개구마르의_진화_kr.png,퍼스트 세트 「도치마론의 진화」「푸호꼬의 진화」「개구마르의 진화」,FXY,,,
deck,2014/3/4,https://pokemoncard.co.kr/card/30,XY,XY 퍼스트세트 「푸호꼬의 진화」,XY퍼스트세트「푸호꼬의진화」.png,deck,XY,XY 퍼스트 세트 「도치마론의 진화」「푸호꼬의 진화」「개구마르의 진화」,퍼스트_세트_도치마론의_진화_푸호꼬의_진화_개구마르의_진화_kr.png,퍼스트 세트 「도치마론의 진화」「푸호꼬의 진화」「개구마르의 진화」,FXY,,,
